file_path,status,complete,implementation_order,sprint,next_action,audit_basis,completed_at
implementation/ai-indexing-plans/PHASE-11-workers-runtime-control.md,full,yes,5,S7-track-a,COMPLETE: WorkerPanel.tsx GUI panel created (118 LOC) — per-lane cards showing concurrency utilization bars; active/queued/completed/failed stats; pause state badge; budget snapshot section with URLs/queries/LLM/cost/high-tier/elapsed metrics. CSS order 58.,Sprint 7 Track A Item 55 — GUI panel for worker lane monitoring.,2026-02-22T23:00
implementation/ai-indexing-plans/PHASE-12-multi-product-batch-automation.md,full,yes,6,S7-track-a,"COMPLETE: BatchOrchestrator class in src/pipeline/batchOrchestrator.js (160 LOC). Batch state machine: pending→running→paused→completed→cancelled. Product state machine: pending→running→done/failed→skipped. Retry with configurable maxRetries. Sequential product processing via runNextProduct(). Auto-complete when all products done/skipped. snapshot() + listBatches() for monitoring. 14 TDD tests in batchOrchestrator.test.js.",Sprint 7 Track A Items 56-58 — Batch state machine + orchestrator.,2026-02-22T23:00
implementation/ai-indexing-plans/PHASE-12-multi-product-batch-automation.md,full,yes,7,S7-track-a,"COMPLETE: Batch lifecycle REST API in src/api/routes/batchRoutes.js (88 LOC). 9 routes: POST batch/create; GET batch/list; GET batch/status/:id; POST batch/start/:id; POST batch/pause/:id; POST batch/resume/:id; POST batch/cancel/:id; POST batch/add-product/:id; POST batch/remove-product/:id. 9 TDD tests in batchRoutes.test.js.",Sprint 7 Track A Item 57 — Batch lifecycle APIs.,2026-02-22T23:00
implementation/ai-indexing-plans/PHASE-12-multi-product-batch-automation.md,full,yes,8,S7-track-a,"COMPLETE: BatchPanel.tsx GUI panel created (158 LOC) — batch list table with progress bars (done/total); per-batch status badges; category; pending/done/failed/skipped counters. Active batch detail table with per-product status; retry count; error message (truncated with title tooltip). CSS order 60.",Sprint 7 Track A Item 58 — Batch dashboard GUI panel.,2026-02-22T23:00
implementation/ai-indexing-plans/PHASE-10-learning-compounding.md,full,yes,9,S7-track-a,"COMPLETE: Two-product learning proof implemented. learningReadback.js (62 LOC) reads hints from 4 SQLite stores with decay awareness. Wired into runProduct.js before discovery — reads FieldAnchors/UrlMemory/ComponentLexicon/DomainFieldYield stores. mergeLearningStoreHintsIntoLexicon() in searchDiscovery.js merges anchor phrases into lexicon synonyms with decay-weighted counts (active=3; decayed=1; expired=skip). 6 TDD tests in learningTwoProductProof.test.js: store population; readback; domain yields; two-product proof; empty stores; decay respect.",Sprint 7 Track A Item 59 — Phase 10 two-product learning proof. Pipeline wired end-to-end.,2026-02-22T23:00
src/retrieve/ftsQueryAdapter.js (FTS wiring),full,yes,10,S7-track-a,"COMPLETE: ftsQueryAdapter.js (16 LOC) bridges evidenceIndexDb.searchEvidenceByField + ftsResultsToEvidencePool into tierAwareRetriever's ftsQueryFn parameter. createFtsQueryFn() factory wired into runProduct.js before Phase 07 call. primeSourcesBuilder.js already passes ftsQueryFn through at line 143. 6 TDD tests in ftsRetrieval.test.js: FTS search; pool conversion; adapter factory; empty results; tierAwareRetriever integration; fallback behavior.",Sprint 7 Track A Item 60 — FTS wiring replaces fallback pool as primary retrieval source.,2026-02-22T23:00
implementation/ai-indexing-plans/PHASE-06B-refetch-scheduler-continuous-repair.md,full,yes,11,S7-track-a,"COMPLETE: AutomationWorker class in src/pipeline/automationWorker.js (95 LOC). consumeNext() dequeues jobs by priority with domain backoff gating. applyTTL() expires stale queued jobs past configurable ttlMs. Domain backoff ledger with exponential delay (2^failures × backoffBaseMs) and max failure threshold. executeJob() calls registered handlers by job type; transitions to done/failed. runOnce() composes dequeue + execute. 13 TDD tests in automationWorker.test.js.",Sprint 7 Track A Item 62 — Phase 06B worker loop + TTL + domain backoff.,2026-02-22T23:00
implementation/ai-indexing-plans/PHASE-04-url-health-self-healing.md,partial,no,,deferred,PHASE 04: Close repair-to-Phase 06B handoff — verify repair_query_enqueued signals are consumed by Phase 06B queue state machine with correct dedupe_key and field_targets; add end-to-end test proving the chain,Phase 04 emits repair signals but Phase 06B scheduler consumption is not proven end-to-end. Deferred — convergence loop handles URL failures via retry rounds.,
implementation/ai-indexing-plans/PHASE-04-url-health-self-healing.md,partial,no,,deferred,"PHASE 04: Harden domain checklist API — verify all Phase 04 fields (repair_queries, bad_url_patterns, host_budget_score, cooldown_seconds_remaining) are populated from live run data, not placeholders, for every run",Domain checklist is the health dashboard for the URL layer. Deferred — dashboard polish not blocking accuracy.,
implementation/ai-indexing-plans/PHASE-03-provider-search-triage.md,partial,no,,deferred,"PHASE 03: Add deterministic triage score decomposition per candidate — emit tier bonus, doc_kind alignment bonus, identity bonus, and penalty breakdown so every URL accept/reject decision is fully explainable in the GUI",Score decomposition makes the system auditable. Deferred — auditability improvement not blocking accuracy.,
implementation/ai-indexing-plans/PHASE-01-needset-engine-field-state.md,partial,no,,deferred,"PHASE 01: Implement row-level snippet timestamp lineage in NeedSet table — surface capture timestamp per evidence row in GUI NeedSet panel, enable sort by evidence age",Timestamp lineage enables decay decisions. Deferred — freshness decay (Item 49) is the actionable item; GUI lineage is polish.,
implementation/ai-indexing-plans/PHASE-11-workers-runtime-control.md,not_implemented,no,,deferred,"PHASE 11: Implement cross-phase knob governance — src/field-rules/capabilities.json as single source of knob truth, CI check that every status=live knob has at least one runtime consumer test, per-run knob-usage telemetry emitted as a run event",Governance prevents dead knobs from accumulating silently. Deferred — useful but not blocking accuracy or throughput.,
implementation/ai-indexing-plans/PHASE-08B-visual-asset-capture-proof.md,partial,no,,deferred,"PHASE 08B: Implement src/extract/visualAssetCapture.js with target-first image discovery ladder, manifest generation, and sharp-based LLM derivative generation",Audit (2026-02-22): Phase 08B at 25%. ScreenshotQueue class exists in src/extract/screenshotCapture.js with config knobs (format/quality/selectors) + Playwright capture. 8 tests pass. visual_asset_captured event wired in runtimeBridge. Missing: target-first discovery ladder + manifest + sharp derivatives. Deferred.,
implementation/ai-indexing-plans/PHASE-08B-visual-asset-capture-proof.md,partial,no,,deferred,PHASE 08B: Implement visual quality gate and multi-product target-match gate — only quality-passed and target-matched derivatives are eligible for extraction context,Audit (2026-02-22): ScreenshotQueue captures images but no quality gate or target-match gate exists. Deferred — trash image rejection matters for cost but not for accuracy when text evidence is mandatory.,
implementation/ai-indexing-plans/PHASE-08B-visual-asset-capture-proof.md,partial,no,,deferred,PHASE 08B: Wire image_asset_refs into Phase 08 extraction context for ambiguous fields — include visual evidence only when ambiguity level is medium or higher,Deferred — visual evidence is supplementary. Text evidence is the primary accuracy mechanism.,
implementation/ai-indexing-plans/PHASE-08B-visual-asset-capture-proof.md,partial,no,,deferred,"PHASE 08B: Add Visual Assets GUI panel with live thumbnail strip, preview modal, per-asset download action, quality gate badge, target-match badge",Deferred — GUI polish for visual assets. Not blocking accuracy.,
implementation/ai-indexing-plans/parsing-managament/07-scanned-pdf-ocr.md,partial,no,,deferred,"PARSING 07: Implement OCR preprocess pass — deskew, denoise, binarize — before Tesseract/PaddleOCR runs; add fixture accuracy suite",Baseline OCR is implemented. Preprocessing affects <5% of evidence surfaces for gaming peripherals.,
implementation/ai-indexing-plans/parsing-managament/07-scanned-pdf-ocr.md,partial,no,,deferred,PARSING 07: Add GUI fallback-rate proof for PaddleOCR vs Tesseract,Backend selection path exists but is not proven in GUI. Deferred — operator visibility not blocking accuracy.,
implementation/ai-indexing-plans/parsing-managament/11-visual-asset-capture.md,partial,no,,deferred,"PARSING 11: Implement dedicated Phase 11 visual capture control-plane — per-source capture policy, max-per-source config, capture lifecycle events",Screenshot capture is wired. Full control-plane is optimization. Deferred.,
implementation/ai-indexing-plans/parsing-managament/08-image-ocr-extraction.md,not_implemented,no,,deferred,"PARSING 08: Implement image OCR worker pipeline — consume Phase 08B/11 visual assets, run OCR per image region",No image OCR pipeline exists. Deferred — depends on Phase 08B visual assets which are also deferred.,
implementation/ai-indexing-plans/parsing-managament/09-chart-graph-extraction.md,partial,no,,deferred,"PARSING 09: Implement full ordered chart extraction stack — network payload intercept first, config object parsing second, SVG data extraction third, vision fallback",Current coverage is network payloads only. Deferred — niche evidence surface for gaming peripherals.,
implementation/ai-indexing-plans/parsing-managament/10-office-mixed-doc-ingestion.md,not_implemented,no,,deferred,"PARSING 10: Implement mixed-doc ingestion router — DOCX, XLSX, PPTX unified path",No unified mixed-doc ingestion exists. Zero code. Deferred — rare for gaming peripherals.,
src/api/guiServer.js (decomposition),full,yes,,S7-decompose,"COMPLETE: guiServer.js 8248→2612 LOC (68% reduction). Extracted: requestHelpers.js (852 LOC — 60+ utility functions); indexlabDataBuilders.js (2468 LOC — 22 data-building functions with module-level init pattern); 10 route handler modules (infraRoutes, configRoutes, indexlabRoutes, catalogRoutes, brandRoutes, studioRoutes, reviewRoutes, testModeRoutes, queueBillingLearningRoutes, sourceStrategyRoutes). handleApi() reduced to 36-line thin dispatch. 0 regressions; 2443 tests pass.",Monolith decomposition Phase 1 — guiServer.js was the largest monolith (8248 LOC) with 15+ domain imports and one massive handleApi() if/else chain.,2026-02-22T22:00
tools/gui-react/src/pages/indexing/IndexingPage.tsx (decomposition),full,yes,,S7-decompose,"COMPLETE: IndexingPage.tsx 10291→4209 LOC (59% reduction). Extracted: types.ts (874 LOC — all interfaces); helpers.tsx (476 LOC — 40+ utility functions + 2 React components); 19 panel components in panels/ directory (5770 LOC total). Each panel receives data as props from parent. Panel-specific state (sort keys; search queries; selected traces) moved into panel components. TypeScript 0 errors; Vite build clean. 0 regressions.",Monolith decomposition Phase 3 — IndexingPage.tsx was the largest GUI monolith (10291 LOC) with 17 panels inline.,2026-02-22T22:00
src/ barrel exports (7 directories),full,yes,,S7-decompose,"COMPLETE: 7 index.js barrel export files created for src/indexlab/ (4 exports); src/scoring/ (10 exports); src/learning/ (30+ exports); src/retrieve/ (5 exports); src/search/ (11 exports); src/review/ (20+ exports); src/catalog/ (30+ exports). src/concurrency/ already had an index.js. No import migration — barrels define public API contracts for future use. 0 regressions.",Monolith decomposition Phase 4 — Barrel exports create explicit public contracts for feature directories.,2026-02-22T22:00
